Name,Job title,Job department,Job location,Headline,Creation time,Stage,Tags,Source,Type,Summary,Keywords,Educations,Experiences,Skills,Disqualified,Disqualified at,Disqualification category,Disqualification reason,Disqualification note,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7
Candidate 181,Lead Generator,Engineering,Colombia,,2024-08-08 18:34:25,Sourced,,Uploaded,UploadedCandidate,,,"Ingeniería Industrial Administrador, Ingeniero Industrial Administrador at Universidad Autónoma de Nuevo León (Aug 2017 to Jun 2022)",Lead Generation Manager at GREENAPSIS (Mar 2024 to N/A)  | Analista De Prospectacion Digital at Sigma Foodservice (Oct 2022 to N/A)  | Coordinador De Operaciones at Impulso patrimonial (Mar 2021 to Dec 2021)  | Lider Comercial Y De Experiencia at THINK Workspace (Mar 2020 to Dec 2022),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 182,Lead Generator,Engineering,Colombia,,2024-08-08 18:34:25,Sourced,,Uploaded,UploadedCandidate,,,"Licenciatura, Mercadotecnia at University of La Rioja (Jan 2020 to Jan 2022)",Internet Marketing Consultant Social Engine Marketing at Rise Interactive (Jun 2023 to May 2024)  | Service Bdc Lead Management Specialist at Nissan Motor (Nov 2022 to May 2023)  | Customer Relationship Manager Support Assistant at ELOGIA (Viko Group) (Nov 2021 to Nov 2022)  | Senior Campaign Manager at Prospect.One (Oct 2020 to Nov 2021)  | Marketing at Alcatel mobile (Sep 2019 to Sep 2020),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 183,Lead Generator,Engineering,Colombia,,2024-08-08 18:34:24,Sourced,,Uploaded,UploadedCandidate,,,"Marketing at UNIR México (Oct 2022 to Sep 2024)  |  Negocios Internacionales, Negocios Internacionales/Comercio Internacional at Universidad La Salle (Jan 2016 to Jan 2020)  | Certification Business Analytics at University of Miami (N/A to Apr 2024)",Sales Development Representative at Bioelements Group (May 2024 to N/A)  | Sales Development Representative at Jiffy Software (Sep 2023 to May 2024)  | Sales Manager at Inceptio (Sep 2021 to Sep 2023)  | Marketing at Costco México (Feb 2018 to Feb 2020),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 184,Ruby + (Golang/Rust) Engineer,Engineering,Chile,,2024-08-08 18:17:23,Applied,,unknown,ManualCandidate,,,Bachelor of Business Administration Entrepreneurship at Belmont University (Aug 2011 to May 2016),Director of Design at  (Nov 2021 to N/A)  | Manager at Contour Airlines (Nov 2016 to Sep 2021),,Yes,2024-08-08 18:17:26,Rejected candidate,Doesn't have required qualifications,Are you located in Latin America? No,Do you have 4+ years of professional experience as a Software Engineer?,TRUE,Do you have at least 3 years of experience with Ruby on Rails? (recent experience),TRUE,,,Describe your experience with either Golang or Rust.,"I have experience with Golang, having used it in various projects to build scalable and efficient backend services. My familiarity with Rust includes working on performance-critical applications where memory safety and concurrency are crucial.",,,Do you have an experience in a startup environment? Tell us about your experience.,"I have extensive experience in a startup environment, having led design and development teams at Storyboard Technology. I played a key role in transitioning the company from corporate podcasting to an innovative enterprise-level audio chat platform, driving significant user engagement and growth.",Are you located in Latin America?,FALSE
Candidate 185,Ruby + (Golang/Rust) Engineer,Engineering,Chile,Internet Technology and Systems at SHOULDA MATCHERS,2024-08-08 16:03:40,Applied,referrals,Nielson Rolim,ManualCandidate,,ruby|ruby on rails|postgresql,,Today Full Stack Developer at Local Labs (Dec 2021 to N/A)  | Fullstack Developer at IRIS DIGITAL WEALTH (Oct 2020 to N/A)  | Internet Technology and Systems at SHOULDA MATCHERS (Jan 2020 to N/A)  | Backend Ruby on Rails at FRACTAL (Oct 2019 to N/A),,Yes,2024-08-09 8:37:17,,,,Do you have 4+ years of professional experience as a Software Engineer?,TRUE,Do you have at least 3 years of experience with Ruby on Rails? (recent experience),TRUE,,,Describe your experience with either Golang or Rust.,"No professional experience with Rust, only read ebooks from Pragmatic Bookshelf.",,,Do you have an experience in a startup environment? Tell us about your experience.,"Yes, all the companies that I had the opportunity to work with were start up.

Small teams with significant responsibilities and a high degree of independence, sometimes comprising just one person managing a single project or multiple projects.",Are you located in Latin America?,TRUE
Candidate 186,Senior Ruby on Rails Developer,Engineering,Mexico,"Web developer for challenges, Game developer for fun and Writer for love. What's next",2024-08-08 15:53:46,Sourced,referrals,Nielson Rolim,UploadedCandidate,"Web developer for challenges, game developer for fun, and writer for love. The programming languages ​​that I had the opportunity to work with are: Ruby, JavaScript and Python. I am interested in application scalability, infrastructure, development best practices, TDD, BDD and BackEnd.",ruby on rails|backend|Rails,at Federal University of Paraíba (Jan 2014 to Jan 2018),"Backend Ruby on Rails at Impulso (Nov 2020 to N/A)  | Fullstack Developer at Iris Digital Wealth (Nov 2019 to Oct 2020)  | Back-End Ruby on Rails at Fractal Tecnologia (Aug 2018 to Oct 2019)  | Web Developer and Writer at Mestre Sem Player (May 2017 to Sep 2017)  | Game Developer at Tempo Livre Games (Apr 2017 to Oct 2017)  | Web Developer and Intern at Instituto Federal De Educação, Ciência E Tecnologia Da Paraiba (Aug 2016 to Jul 2018)",shell|hack|ruby|python|c#|php|html|javascript|java,No,,,,,Do you have 5+ years of experience with Ruby on Rails?,,How many years of experience do you have with Rails?,,"From 1 to 10, how would you qualify your skills with PostgreSQL?",,Are you currently working with Ruby on Rails?,,"Have you worked with legacy systems? If yes, please explain the project.",,"Do you have experience managing teams? If so, please describe",,Do you currently live in Latin America?,
Candidate 187,Lead Generator,Engineering,Colombia,,2024-08-08 15:32:10,Sourced,,Uploaded,UploadedCandidate,,,"Economía Industrial, Finanzas, General at School of Architecture, UNAM (Jan 2017 to Jan 2021)",Representative at Pluria (Jan 2024 to N/A)  | Customer Success Executive Middle Market Enterprise at HSBC (Feb 2023 to Jan 2024)  | Lead Generation Mexico at Slang (Apr 2021 to Apr 2022),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 188,Lead Generator,Engineering,Colombia,,2024-08-08 15:32:09,Sourced,,Uploaded,UploadedCandidate,,,Bachelor'S Marketing at Monterrey Institute of Technology and Higher Education (Jan 2014 to Jan 2018)  | Diploma Relaciones Públicas at Complutense University of Madrid (N/A to N/A),Sales Executive at Slang (Jan 2024 to May 2024)  | Business Development Representative Ii at Slang (Jan 2023 to Jan 2024)  | Lead Generation Analyst Iii at Slang (Apr 2022 to Jan 2023)  | Lead Generation Analyst Ii at Slang (Aug 2021 to Apr 2022)  | Lead Generation Analyst at Slang (Jan 2021 to Aug 2021)  | Associate Project Manager at Sermo (Aug 2020 to Oct 2020)  | Internship Trainee at Holiday Systems International (Jul 2019 to Mar 2020)  | Analista De Investigación De Neuromarketing at Granjas Ryc (Feb 2018 to May 2018),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 189,Lead Generator,Engineering,Colombia,,2024-08-08 15:32:09,Sourced,,Uploaded,UploadedCandidate,,,Social Media and Multimedia at Faculty of Arts and Design (Jan 2017 to Jan 2017)  | Licenciatura Comunicación at National Autonomous University of Mexico (Jan 2013 to Jan 2017),Sales Development Representative at Wise Athena (Sep 2022 to N/A)  | Executive at Aira (Jan 2021 to Aug 2022)  | Sales Marketing Assistant at Datateam (Aug 2018 to Feb 2020)  | Asistente De Dirección at Museo Franz Mayer (Aug 2016 to Jun 2017),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 190,Lead Generator,Engineering,Colombia,,2024-08-08 15:32:09,Sourced,,Uploaded,UploadedCandidate,,,Licenciatura Economía at National Autonomous University of Mexico (Aug 2018 to Jun 2022),Lead Generation Specialist at PowDevs (Oct 2021 to N/A)  | Sales Representative at Teleperformance (Jun 2020 to Jun 2021),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 191,Lead Generator,Engineering,Colombia,,2024-08-08 15:32:09,Sourced,,Uploaded,UploadedCandidate,,,"Certified Cloud Practitioner at Udemy for Business (Jan 2021 to Jan 2021)  |  Lic. Administración De Empresas, Ventas at TecMilenio University (N/A to N/A)",Account Manager at Blue People (Jan 2022 to N/A)  | Inside Sales at Blue People (Feb 2021 to Jan 2022),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
Candidate 192,Lead Generator,Engineering,Colombia,,2024-08-08 15:32:09,Sourced,,Uploaded,UploadedCandidate,,,"Maestría, Finanzas at Universidad Latinoamericana (Sep 2023 to Jan 2025)  | Licenciatura Negocios Internacionales at Universidad Latinoamericana (Jan 2014 to Jan 2019)",Lead Generation Specialist at Pulsar (Jan 2024 to N/A)  | Jefe Regional at BEXA (Jun 2023 to Dec 2023)  | Sales Development Representative at Clivi Health (Dec 2021 to Jun 2023)  | Lead Generation Specialist at Exitus Capital (Jun 2020 to Dec 2021)  | Sales Development Representative at Moons (Jan 2019 to Jun 2020)  | Ejecutivo De Cuenta at Citibanamex (Jun 2017 to Jan 2019),,Yes,2024-08-16 10:32:45,Candidate withdrew,Could not be contacted,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",,Please describe your experience as lead generator or sales development representative.,,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",,Do you currently live in Latin America?,,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,,,
